instant,dteday,season,day_of_week,workingday,weather_situation,temp,atemp,humidity,windspeed,casual,registered,count,day_type,temp_cluster,humidity_cluster
671,2012-11-01,winter,thursday,1,misty,36.5833,0.369942,58.166700000000006,0.157346,466,5520,5986,weekdays,Panas,Ideal
672,2012-11-02,winter,friday,1,clear,35.5,0.356042,52.208299999999994,0.266175,618,5229,5847,weekdays,Panas,Ideal
673,2012-11-03,winter,saturday,0,misty,34.3333,0.323846,49.125,0.270529,1029,4109,5138,weekend,Panas,Ideal
674,2012-11-04,winter,sunday,0,clear,32.5833,0.329538,53.2917,0.179108,1201,3906,5107,weekend,Panas,Ideal
675,2012-11-05,winter,monday,1,clear,31.9167,0.308075,49.416700000000006,0.236325,378,4881,5259,weekdays,Panas,Ideal
676,2012-11-06,winter,tuesday,1,clear,28.0833,0.281567,56.7083,0.173513,466,5220,5686,weekdays,Ideal,Ideal
677,2012-11-07,winter,wednesday,1,misty,29.5833,0.274621,54.75,0.304108,326,4709,5035,weekdays,Ideal,Ideal
678,2012-11-08,winter,thursday,1,clear,35.2174,0.341891,33.3478,0.347835,340,4975,5315,weekdays,Panas,Kering
679,2012-11-09,winter,friday,1,clear,36.1667,0.355413,54.0833,0.214558,709,5283,5992,weekdays,Panas,Ideal
680,2012-11-10,winter,saturday,0,clear,38.9167,0.393937,64.5417,0.0578458,2090,4446,6536,weekend,Panas,Ideal
681,2012-11-11,winter,sunday,0,clear,42.0833,0.421713,65.91669999999999,0.1275,2290,4562,6852,weekend,,Ideal
682,2012-11-12,winter,monday,0,clear,48.5,0.475383,74.16669999999999,0.173517,1097,5172,6269,weekdays,,Lembab
683,2012-11-13,winter,tuesday,1,misty,34.3333,0.323225,66.29169999999999,0.342046,327,3767,4094,weekdays,Panas,Ideal
684,2012-11-14,winter,wednesday,1,clear,28.916700000000002,0.281563,55.2083,0.199625,373,5122,5495,weekdays,Ideal,Ideal
685,2012-11-15,winter,thursday,1,misty,32.1667,0.324492,62.0417,0.152987,320,5125,5445,weekdays,Panas,Ideal
686,2012-11-16,winter,friday,1,clear,34.5,0.347204,52.4583,0.171025,484,5214,5698,weekdays,Panas,Ideal
687,2012-11-17,winter,saturday,0,clear,32.5,0.326383,54.541700000000006,0.179729,1313,4316,5629,weekend,Panas,Ideal
688,2012-11-18,winter,sunday,0,clear,34.25,0.337746,69.2917,0.227612,922,3747,4669,weekend,Panas,Ideal
689,2012-11-19,winter,monday,1,misty,38.083299999999994,0.375621,62.3333,0.235067,449,5050,5499,weekdays,Panas,Ideal
690,2012-11-20,winter,tuesday,1,misty,37.416700000000006,0.380667,68.5,0.082725,534,5100,5634,weekdays,Panas,Ideal
691,2012-11-21,winter,wednesday,1,clear,35.3333,0.364892,61.375,0.103246,615,4531,5146,weekdays,Panas,Ideal
692,2012-11-22,winter,thursday,0,clear,34.0,0.350371,58.0417,0.0528708,955,1470,2425,weekdays,Panas,Ideal
693,2012-11-23,winter,friday,1,clear,36.8333,0.378779,56.875,0.148021,1603,2307,3910,weekdays,Panas,Ideal
694,2012-11-24,winter,saturday,0,clear,27.8333,0.248742,40.4583,0.376871,532,1745,2277,weekend,Ideal,Kering
695,2012-11-25,winter,sunday,0,clear,24.5833,0.257583,46.8333,0.1505,309,2115,2424,weekend,Ideal,Ideal
696,2012-11-26,winter,monday,1,clear,31.333299999999998,0.339004,53.541700000000006,0.04665,337,4750,5087,weekdays,Panas,Ideal
697,2012-11-27,winter,tuesday,1,misty,29.166700000000002,0.281558,78.6667,0.237562,123,3836,3959,weekdays,Ideal,Lembab
698,2012-11-28,winter,wednesday,1,clear,29.666700000000002,0.289762,50.625,0.210821,198,5062,5260,weekdays,Ideal,Ideal
699,2012-11-29,winter,thursday,1,clear,28.087,0.298422,55.565200000000004,0.115522,243,5080,5323,weekdays,Ideal,Ideal
700,2012-11-30,winter,friday,1,clear,29.8333,0.323867,64.95830000000001,0.0584708,362,5306,5668,weekdays,Ideal,Ideal
701,2012-12-01,winter,saturday,0,misty,29.8333,0.316904,80.6667,0.0597042,951,4240,5191,weekend,Ideal,Lembab
702,2012-12-02,winter,sunday,0,misty,34.75,0.359208,82.3333,0.124379,892,3757,4649,weekend,Panas,Lembab
703,2012-12-03,winter,monday,1,clear,45.25,0.455796,76.75,0.0827208,555,5679,6234,weekdays,,Lembab
704,2012-12-04,winter,tuesday,1,clear,47.5833,0.469054,73.375,0.174129,551,6055,6606,weekdays,,Lembab
705,2012-12-05,winter,wednesday,1,clear,43.833299999999994,0.428012,48.5,0.324021,331,5398,5729,weekdays,,Ideal
706,2012-12-06,winter,thursday,1,clear,25.583299999999998,0.258204,50.875,0.174754,340,5035,5375,weekdays,Ideal,Ideal
707,2012-12-07,winter,friday,1,misty,32.0833,0.321958,76.4167,0.1306,349,4659,5008,weekdays,Panas,Lembab
708,2012-12-08,winter,saturday,0,misty,38.1667,0.389508,91.125,0.101379,1153,4429,5582,weekend,Panas,Lembab
709,2012-12-09,winter,sunday,0,misty,38.4167,0.390146,90.5417,0.157975,441,2787,3228,weekend,Panas,Lembab
710,2012-12-10,winter,monday,1,misty,43.5833,0.435575,92.5,0.190308,329,4841,5170,weekdays,,Lembab
711,2012-12-11,winter,tuesday,1,misty,35.3333,0.338363,59.66669999999999,0.296037,282,5219,5501,weekdays,Panas,Ideal
712,2012-12-12,winter,wednesday,1,misty,29.75,0.297338,53.833299999999994,0.162937,310,5009,5319,weekdays,Ideal,Ideal
713,2012-12-13,winter,thursday,1,clear,29.5833,0.294188,48.5833,0.174129,425,5107,5532,weekdays,Ideal,Ideal
714,2012-12-14,winter,friday,1,clear,28.1667,0.294192,64.29169999999999,0.131229,429,5182,5611,weekdays,Ideal,Ideal
715,2012-12-15,winter,saturday,0,clear,32.4167,0.338383,65.0417,0.10635,767,4280,5047,weekend,Panas,Ideal
716,2012-12-16,winter,sunday,0,misty,36.25,0.369938,83.875,0.100742,538,3248,3786,weekend,Panas,Lembab
717,2012-12-17,winter,monday,1,misty,39.3333,0.4015,90.7083,0.0982583,212,4373,4585,weekdays,Panas,Lembab
718,2012-12-18,winter,tuesday,1,clear,41.0833,0.409708,66.625,0.221404,433,5124,5557,weekdays,,Ideal
719,2012-12-19,winter,wednesday,1,clear,33.25,0.342162,62.5417,0.184092,333,4934,5267,weekdays,Panas,Ideal
720,2012-12-20,winter,thursday,1,misty,33.0,0.335217,66.79169999999999,0.132463,314,3814,4128,weekdays,Panas,Ideal
721,2012-12-21,spring,friday,1,misty,32.6667,0.301767,55.666700000000006,0.374383,221,3402,3623,weekdays,Panas,Ideal
722,2012-12-22,spring,saturday,0,clear,26.583299999999998,0.236113,44.125,0.407346,205,1544,1749,weekend,Ideal,Kering
723,2012-12-23,spring,sunday,0,clear,24.5833,0.259471,51.5417,0.133083,408,1379,1787,weekend,Ideal,Ideal
724,2012-12-24,spring,monday,1,misty,23.1304,0.2589,79.1304,0.0772304,174,746,920,weekdays,Ideal,Lembab
725,2012-12-25,spring,tuesday,0,misty,29.1304,0.294465,73.47829999999999,0.168726,440,573,1013,weekdays,Ideal,Lembab
726,2012-12-26,spring,wednesday,1,light_rain/snow,24.333299999999998,0.220333,82.3333,0.316546,9,432,441,weekdays,Ideal,Lembab
727,2012-12-27,spring,thursday,1,misty,25.4167,0.226642,65.29169999999999,0.350133,247,1867,2114,weekdays,Ideal,Ideal
728,2012-12-28,spring,friday,1,misty,25.333299999999998,0.255046,59.0,0.155471,644,2451,3095,weekdays,Ideal,Ideal
729,2012-12-29,spring,saturday,0,misty,25.333299999999998,0.2424,75.29169999999999,0.124383,159,1182,1341,weekend,Ideal,Lembab
730,2012-12-30,spring,sunday,0,clear,25.583299999999998,0.2317,48.3333,0.350754,364,1432,1796,weekend,Ideal,Ideal
731,2012-12-31,spring,monday,1,misty,21.5833,0.223487,57.75,0.154846,439,2290,2729,weekdays,Ideal,Ideal
